registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR25000255,"VILLA 56 CONDOMINIUM,INC.",5649 WEST 17TH AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000256,"TOUCH OF GLASS CONDOMINIUM ASSOCIATION, INC.",629 W 68 ST HIALEAH FL 33012,Condominium,Abandoned,No,
CR25000257,"EUCLID MANOR CONDOMINIUM ASSOCIATION, INC.",1540 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000258,"TRACY CONDOMINIUM, INC",3000 BIRD AVE MIAMI FL 33133,Condominium,Abandoned,No,
CR25000259,"WATERWAY ISLES CONDOMINIUM ASSOCIATION, INC.",3860 NE 170 STREET N. MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR25000260,"CHATEAUBLEAU VILLAS AT MIDWAY CONDOMINIUM ASSOCIATION, INC.",471 NW 82 AVE MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR25000261,"GARDEN VISTA CONDOMINIUM ASSOCIATION, INC.",4758 WEST FLAGLER STREET MIAMI FL 33134,Condominium,Issued,No,01-31-2027
CR25000263,"1045 CONDOMINIUM ASSOCIATION, INC.",1045 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000264,"THE CASTILLE CONDOMINIUM ASSOCIATION, INC.",4011 MERIDIAN AVE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR25000266,"LAS HADAS CONDOMINIUM ASSOCIATION, INC.",4345 WEST 12 LANE HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000267,"KEY CASSA CONDOMINIUM ASSOCIATION, INC",SUNRISE DR KEY BISCAYNE FL 33149,Condominium,Issued,No,01-31-2027
CR25000268,"TOWER FORTY ONE ASSOCIATION, INC.",4101 PINE TREEE DR MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR25000269,"WEST PARK VIEW CONDOMINIUM ASSOCIATION, INC.",855 WEST 29 STREET HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000271,"PARC CENTRAL AVENTURA MASTER ASSOCIATION, INC.",3300 NE 192 STREET AVENTURA FL 33180,Master Association,Issued,No,01-31-2027
CR25000272,"1401 EUCLID CONDOMINIUM ASSOCIATION, INC.",1401 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000275,"EDGEWATER OF CORAL GABLES CONDOMINIUM ASSOCIATION, INC.",1 EDGEWATER DRIVE CORAL GABLES FL 33133,Condominium,Issued,No,01-31-2027
CR25000276,"SEASONS IN THE GROVE CONDOMINIUM ASSOCIATION, INC.",2865-2867 DAY AVENUE MIAMI FL 33133,Condominium,Abandoned,No,
CR25000277,"VILLA DEL SOL CONDOMINIUM, INC",1530 SW 2ND STREET MIAMI FL 33135,Condominium,Issued,No,01-31-2027
CR25000280,"1419 WEST CONDOMINIUM ASSOCIATION, INC.",1419 WEST AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000281,"WALLIAN CO-OP, INC.",1525 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000283,"BELO HORIZONTE CONDOMINIUM ASSOCIATION, INC.",6444 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000286,"GALERIA CONDOMINIUM ASSOCIATION, INC.",5415 COLLINS AVE MIAMI BEACH FLORIDA 33140,Condominium,Expired,Yes,01-31-2026
CR25000289,"POINCIANA WEST NO. 1 CONDOMINIUM ASSOCIATION, INC.",2925 W 80 ST HIALEAH FLORIDA 33018,Condominium,Issued,No,01-31-2027
CR25000290,"POINCIANA WEST NO. 2 CONDOMINIUM ASSOCIATION, INC.",2985 W 80 ST HIALEAH FLORIDA 33018,Condominium,Issued,No,01-31-2027
CR25000291,"THE KENSINGTON CONDOMINIUM ASSOCIATION OF HIALEAH, INC.",1230 W 54 ST HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000292,"THE VILLAGE AT WEST MIAMI CONDOMINIUM ASSOCIATION, INC.",6000 SW 8 STREET WEST MIAMI FL 33144,Condominium,Expired,Yes,01-31-2026
CR25000293,"PUERTO BELLO CONDOMINIUM NO.2 ASSOCIATION, INC.",12301 NW 7TH LANE MIAMI FL 33182,Condominium,Issued,No,01-31-2027
CR25000294,"ALCALA PLAZA CONDOMINIUM ASSOCIATION, INC.",1215 SW 32 AVE MIAMI FL 33135,Condominium,Issued,No,01-31-2027
CR25000295,"COURTS OF BIRDWOOD CONDOMINIUM ASSOCIATION, INC.",3639 SW 99 AVE MIAMI FL 33165,Condominium,Issued,No,01-31-2027
CR25000296,"GRAMERCY PARK HOMEOWNERS' ASSOCIATION, INC.",16035 NW 82 COURT MIAMI LAKES FL 33016,Homeowner,Issued,No,01-31-2027
CR25000297,"MONTE CARLO OF MIAMI CONDOMINIUM ASSOCIATION, INC.",490 NW 165 ST RD MIAMI FLORIDA 33169,Homeowner,Issued,No,01-31-2027
CR25000298,"VILLAS GODOY CONDOMINIUM ASSOCIATION, INC.",1475 W. FLAGLER ST. MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR25000299,"1820 JAMES AVENUE, INC. A CONDOMINIUM",1820 JAMES AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000300,"DADELAND PLACE CONDOMINIUM ASSOCIATION, INC.","9001 SW 77 AVE MIAMI, FL 33186 FL 33186",Condominium,Issued,No,01-31-2027
CR25000301,"ORCHARD GARDEN CONDOMINIUM, INC.",13901 NE 3 CT MIAMI FL 33161,Condominium,Issued,No,01-31-2027
CR25000302,1590 CORAL TERRACE CORPORATION,1590 NE 127TH ST NORTH MIAMI FL 33161,Condominium,Issued,No,01-31-2027
CR25000303,"VALENCIA CONDOMINIUM ASSOCIATION GROUP, INC.",2582 W 56 ST HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000304,"HARBOUR POINTE OF MIAMI CONDOMINIUM ASSOCIATION, INC.",1251 NE 108 ST MIAMI FL 33161,Condominium,Issued,No,01-31-2027
CR25000305,"TROWBECK CONDOMINIUM ASSOCIATION, INC.",3725 NE 167TH STREET NORTH MIAMI BEACH FLORIDA 33160,Condominium,Expired,Yes,01-31-2026
CR25000306,"THE MAJORCAS CONDOMINIUM ASSOCIATION, INC.",338 MAJORCA AVENUE CORAL GABLES FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR25000307,"KENLAND WALK CONDOMINIUM III, INC.",8933 SW 123 CT MIAMI FLORIDA 33186,Condominium,Issued,No,01-31-2027
CR25000308,"RIVER WEST CONDOMINIUM ASSOCIATION OF MIAMI, INC.",437 SW 7TH STREET UNIT#19 MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR25000309,"CANARIAS AT DOWNTOWN DORAL HOMEOWNERS ASSOCIATION, INC.",4651 NW 82 AVENUE DORAL FL 33166,Homeowner,Issued,No,01-31-2027
CR25000310,SEASIDE VILLAS CONDOMINIUM ASSOCIATION INC. (FISHER ISLAND),15111 - 15912 FISHER ISLAND DR MIAMI BEACH FLORIDA 33109,Condominium,Issued,No,01-31-2027
CR25000312,"THE VINTAGE CONDOMINIUM OWNERS ASSOCIATION, INC.",1080 94TH STREET PEMBROKE PINES FL 33024,Condominium,Issued,No,01-31-2027
CR25000313,"SKYLOFTS CONDOMINIUM ASSOCIATION, INC.",1791 NE MIAMI GARDENS DR NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR25000314,"ISLAND SHORES CONDOMINIUM ASSOCIATION, INC.",2903 NE 163RD STREET NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000315,"MORNINGSIDE PALMS CONDOMINIUM ASSOCIATION, INC.",650 NE 61 ST MIAMI FLORIDA 33137,Condominium,Issued,No,01-31-2027
CR25000316,"RIO CRISTAL CONDOMINIUM ASSOCIATION, INC.",453 SW 2 ST MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR25000317,"VILLA CAPRI CONDOMINIUM ASSOCIATION, INC.",1205 MARIPOSA CORAL GABLES FL 33146,Condominium,Issued,No,01-31-2027
CR25000318,"BIRDGROVE TOWNHOUSES CONDOMINIUM, INC.",2956 BIRD AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR25000319,"NAUTILUS TOWERS, INC., A CONDOMINIUM",4142 N. JEFFERSON AVE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR25000320,TWENTY FIVE HUNDRED ASSOCIATION INC,2500 SW 6 ST MIAMI FLORIDA 33135,Condominium,Expired,Yes,01-31-2026
CR25000321,"JEFFERSON DAVIS CONDOMINIUM ASSOCIATION, INC.",2444 FLAMINGO PL MIAMI BEACH FL 33140,Condominium,Expired,Yes,01-31-2026
CR25000322,"THE LUXOR RESIDENCES CONDOMINIUM ASSOCIATION, INC.",2301 SW 27TH AVENUE MIAMI FL 33145,Condominium,Issued,No,01-31-2027
CR25000323,"THE GARDENS OF KENDALL SOUTH CONDOMINIUM NO. 5 ASSOCIATION, INC.",10835 SW 112 AVE MIAMI FLORIDA 33176,Condominium,Issued,No,01-31-2027
CR25000325,"COCO BREEZE CONDOMINIUM ASSOCIATION, INC.",3060 BLAINE STREET MIAMI FL 33133,Homeowner,Issued,No,01-31-2027
CR25000326,"THE GARDENS OF KENDALL SOUTH CONDOMINIUM NO. 1 ASSOCIATION, INC.",10875 SW 112 AVE MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR25000327,REGATTA AT INDIAN CREEK CONDOMINIUM ASSOCIATION. INC.,6580 INDIAN CREEK DR MIAMI BEACH FLORIDA 33141,Condominium,Expired,Yes,01-31-2026
CR25000328,NORMA BEACH CONDOMINIUM ASSOCIATION INC.,760 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000329,"TENNIS VIEW CONDOMINIUM ASSOCIATION, INC.",15401 SW 81 CIRCLE LN MIAMI FLORIDA 33193,Condominium,Issued,No,01-31-2027
CR25000331,"PINE BEACH CONDOMINIUM ASSOCIATION, INC.",301 MICHIGAN AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000332,"3110-12 MATILDA STREET CONDOMINIUM ASSOCIATION, INC.",3112 MATILDA ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR25000333,"SOUTH TWO SEVEN LOFTS CONDOMINIUM ASSOCIATION, INC.",3001 SW 27 AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR25000334,"THE MICHELLE CONDOMINIUM ASSOCIATION, INC.",901 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000335,"CREEK CLUB #3, INC.",8040 TATUM WATERWAY DR MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000336,"SAN LORENZO CONDOMINIUM ASSOCIATION, INC.",219 NW 12 AVE MIAMI FL 33128,Condominium,Issued,No,01-31-2027
CR25000337,"HERITAGE OF SANS SOUCI CONDOMINIUM ASSOCIATION, INC.",1725 NE 116 RD NORTH MIAMI FL 33181,Condominium,Issued,No,01-31-2027
CR25000339,"MISTY LAKE SOUTH CONDOMINIUM ASSOCIATION, INC.",515-650 SW 210 ST MIAMI GARDENS FLORIDA 33169,Condominium,Issued,No,01-31-2027
CR25000340,"RO-MONT GARDENS ANDOVER CONDOMINIUM ""L"", INC.",122 NE 204 ST MIAMI FL 33179,Homeowner,Issued,No,01-31-2027
CR25000345,"BAYSHORE PLACE CONDOMINIUM, INC.",1420 BRICKELL BAY DR MIAMI FL 33131,Condominium,Expired,Yes,01-31-2026
CR25000346,"BAIA CONDOMINIUM ASSOCIATION, INC.",930 10TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000347,"HALF MOON TOWERS CONDO ASSOCIATION, INC.",5055 NW 7 ST MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR25000348,"VENICE ISLE, INC.",3536 NE 168 ST NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000349,ELDORADO TOWERS CONDOMINIUM ASSOCIATION INC,3675 N COUNTRY CLUB DR AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR25000351,ANDALUSIA CONDOMINIUM CORP.,6200 W FLAGLER ST MIAMI FLORIDA 33144,Condominium,Abandoned,No,
CR25000352,BENTLEY BEACH CONDOMINIUM ASSOCIATION INC.,101 OCEAN DRIVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000353,"LOFTS ON BRICKELL ""I"" CONDOMINIUM ASSOCIATION INC.",1528 BRICKELL AVENUE MIAMI FL 33129,Condominium,Issued,No,01-31-2027
CR25000354,"VILLA BILTMORE CONDOMINIUM ASSOCIATION, INC.",1228 ANASTASIA AVE CORAL GABLES FL 33146,Condominium,Issued,No,01-31-2027
CR25000355,"MANGO HILL CONDOMINIUM ASSOCIATION NO. 12, INC.",3780 W 8 LANE HIALEAH FL 33012,Condominium,Expired,No,01-31-2026
CR25000356,"LATITUDE ON THE RIVER CONDOMINIUM ASSOCIATION, INC.",185 SW 7TH STREET SUITE 1200 MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR25000357,"BELLE TOWERS CONDOMINIUM, INC",16 ISLAND AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000358,"ANGIE I CONDOMINIUM ASSOCIATION, INC.",1311 W 44TH ST HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000359,"THE OAKVIEW CONDOMINIUM ASSOCIATION NO. 4, INC.",9179 FONTAINEBLEAU BLVD MIAMI FL 33172,Condominium,Issued,No,01-31-2027
CR25000360,"QUATRAINE CONDOMINIUM II ASSOCIATION, INC",20005 NE 3RD CT MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR25000361,"ARC GROVE CONDOMINIUM ASSOCIATION, INC.",3075 VIRGINIA ST MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR25000363,ARCADIA CONDOMINIUM ASSOCIATION INC,1674 BAY RD MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000365,"QUATRAINE CONDOMINIUM III ASSOCIATION, INC.",20130 NE 3RD CT. MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR25000366,"411 SW 9 STREET CONDOMINIUM ASSOCIATION, INC.",411 SW 9 ST MIAMI FLORIDA 33130,Condominium,Expired,Yes,01-31-2026
CR25000367,"MEMORIAL VILLAS CONDOMINIUM ASSOCIATION, INC.",13944 NE 2ND AVE MIAMI FLORIDA 33161,Condominium,Revoked,No,01-31-2026
CR25000368,"THE 1120 ON 7TH STREET CONDOMINIUM ASSOCIATION, INC.",11 20 7TH STREET MIAMI FL 33139,Condominium,Abandoned,No,
CR25000369,"SOUTHVIEW AT AVENTURA MASTER ASSOCIATION, INC.",3400 NE 192 ST AVENTURA FLORIDA 33180,Master Association,Issued,No,01-31-2027
CR25000370,"PETER ALAN CONDOMINIUM ASSOCIATION, INC",6880 ABBOTT AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000371,"645 MICHIGAN AVENUE CONDOMINIUM ASSOCIATION, INC.",645 MICHIGAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000374,"LA FUENTE CONDOMINIUM , INC",9520 SW 8ST. MIAMI FLORIDA 33174,Condominium,Issued,No,01-31-2027
CR25000375,"BAHIA BISCAYNE CONDOMINIUM ASSOCIATION, INC.",471 NE 25TH STREET MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR25000376,"7149 BAY DRIVE CONDOMINIUM ASSOCIATION, INC.",7149 BAY DRIVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR25000377,"BEACH CLUB VILLAS CONDOMINIUM, INC.",3670 NE 167 ST NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000379,"BAT YAM CONDOMINIUM ASSOCIATION, INC.",7330 BYRON AVENUE MIAMI BEACH FLORIDA 33141,Condominium,Expired,Yes,01-31-2026
CR25000381,"WEST BRICKELL TOWN HOMES CONDOMINIUM ASSOCIATION,INC.",428-343 SW 10TH ST MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR25000383,MICHIGAN ART VILLA INC,840 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000384,"610-612 MICHIGAN AVENUE, INC.",610-612 MICHIGAN AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000386,"BRICKELL BAY TOWER CONDOMINIUM ASSOCIATION, INC.",1408 BRICKELL BAY DR MIAMI FL 33131,Condominium,Expired,Yes,01-31-2026
CR25000387,BEACH CLUB VILLAS CONDOMINIUM II INC,3937 NE 167 ST NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000388,2072 N E 169TH STREET CORP INC,2072 NE 169 ST NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000389,BEACH PLAZA SOUTH CONDOMINIUM ASSOCIATION INC.,2939 INDIAN CREEK DRIVE MIAMI BEACH FL 33140,Condominium,Expired,Yes,01-31-2026
CR25000390,EASTERN SHORES COMMUNITY APTS INC.,3741 NE 170 ST NORTH MIAMI BEACH FLORIDA 33160,Cooperative,Issued,No,01-31-2027
CR25000392,"PELICAN LANDING CONDOMINIUM ASSOCIATION, INC.",4000 NE 168 ST NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000393,"ENCLAVE ON THE BAY CONDOMINIUM ASSOCIATION, INC.",1990 BAY DR MIAMI BEACH FL 33141,Condominium,Expired,Yes,01-31-2026
CR25000395,"FLAMINGO WAVE CONDOMINIUM OF MIAMI BEACH, INC.",844-846 JEFFERSON AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000396,"SHOMA HOMES AT COUNTRY CLUB OF MIAMI CONDOMINIUM ASSOCIATION, INC.",7250 NW 177 ST HIALEAH FLORIDA 33015,Condominium,Issued,No,01-31-2027
CR25000398,ROMONT SOUTH GREEN COMMUNITY ASSOCIATION INC,20110 NE 2ND AVENUE MIAMI GARDENS FL 33179,Condominium,Issued,No,01-31-2027
CR25000399,"GOLF RIDGE VILLAS CONDOMINIUM UNIT E, INC.",NORTHWEST MIAMI DADE MIAMI GARDENS FLORIDA 33169,Condominium,Issued,No,01-31-2027
CR25000400,"LENOX COURTYARD CONDOMINIUM ASSOCIATION, INC.",822 LENOX AVENUE MIAMI BEACH FLORIDA 33139,Condominium,Expired,Yes,01-31-2026
CR25000401,"ROYAL PALM VILLAS CONDOMINIUM ASSOCIATION, INC.",1821 JEFFERSON AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000402,"BRAVURA I CONDOMINIUM ASSOCIATION, INC.",3201 N COUNTRY CLUB DR AVENTURA FLORIDA 33180,Condominium,Closed,No,01-31-2026
CR25000403,"BLUE GALEON CONDOMINIUM ASSOCIATION, INC.",753 NW 3 ST MIAMI FL 33128,Condominium,Issued,No,01-31-2027
CR25000404,"RIVER POINT CONDOMINIUM ASSOCIATION, INC.",103 NW 6 AVE MIAMI FLORIDA 33128,Condominium,Issued,No,01-31-2027
CR25000405,"MELROSE POINT AT EDEN LAKES HOMEOWNERS ASSOCIATION, INC",16280 SW 46TH TERR MIAMI FL 33185,Homeowner,Issued,No,01-31-2027
CR25000406,"VENICE ARMS, INC.",1810-1820 VENICE PARK DRIVE NORTH MIAMI FL 33181,Cooperative,Issued,No,01-31-2027
CR25000408,MONTEREY MASTER OWNERS' ASSOCIATION OF DADE COUNTY,57 AVE NW 189 ST MIAMI FL 33055,Homeowner,Issued,No,01-31-2027
CR25000409,"BILTMORE CLUB VILLAS TOWNHOUSES CONDOMINIUM ASSOCIATION, INC.",2409 NW 11TH STREET MIAMI FLORIDA 33125,Condominium,Expired,Yes,01-31-2026
CR25000411,"MELROSE PARC AT EDEN LAKES HOMEOWNERS ASSOCIATION, INC",16530 SW 47TH TERR MIAMI FL 33185,Homeowner,Issued,No,01-31-2027
CR25000412,1035 MERIDIAN CONDOMINIUM INCORPORATED,1035 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000413,"LAGO GRANDE FIVE-B CONDOMINIUM ASSOCIATION, INC",6520 W. 24TH COURT HIALEAH FL 33016,Homeowner,Issued,No,01-31-2027
CR25000414,"PARK CORNER CONDO ASSOCIATION, INC.",1135 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000415,"CENTRE COURT AT KENDALL CONDOMINIUM ASSOCIATION, INC.",8334 SW 154 AVENUE MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR25000416,"THREE SEASONS ASSOCIATION NO. 2, INC.",16400 NE 17 AVE NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000417,"TURNBERRY ON THE GREEN CONDOMINIUM ASSOCIATION, INC.",19501 W COUNTRY CLUB DR AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR25000418,"THREE SEASONS ASSOCIATION NO. 3, INC.",16410 MIAMI DR NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000420,"NORTHLAKE VILLAGE AT THE CALIFORNIA CLUB CONDOMINIUM ASSOCIATION, INC.",760 NE 199 ST MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR25000422,"FOUNTAINVIEW ASSOCIATION, INC.,A CONDOMINIUM",16701 NE 14 AVE NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000424,"2908 ROYAL PALM CONDOMINIUM ASSOCIATION, INC",2908 ROYAL PALM AVENUE MIAMI BEACH FL 33140,Condominium,Expired,Yes,01-31-2026
CR25000425,"THE GARDENS AT KENDALE LAKES CONDOMINIUM ASSOCIATION, INC.",8000 SW 152 AVE MIAMI FLORIDA 33193,Condominium,Issued,No,01-31-2027
CR25000426,"TAMIAMI VILLAGE CONDOMINIUM ASSOCIATION, INC.",1001 SW 105 AVE MIAMI FL 33174,Condominium,Issued,No,01-31-2027
CR25000427,"5050 CONDOMINIUM ASSOCIATION, INC.",5050 NW 7 STREET MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR25000428,"SUNSHINE MIAMI CONDOMINIUM ASSOCIATION, INC.",1234 NW 4TH ST MIAMI FLORIDA 33125,Condominium,Issued,No,01-31-2027
CR25000429,BUNGALOW SIX CONDOMINIUM ASSOCIATION INC.,932 SW 6TH STREET MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR25000431,"SUNRISE GARDENS ASSOCIATION, INC.",519 SW 2 ST MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR25000432,"VILLAS OF WEST MIAMI CONDOMINIUM ASSOCIATION, INC.",6550 SW 12TH STREET MIAMI FL 33144,Condominium,Issued,No,01-31-2027
CR25000433,"EL PRADO XIV CONDOMINIUM ASSOCIATION, INC.",3375 W 76 ST HIALEAH FLORIDA 33018,Condominium,Issued,No,01-31-2027
CR25000434,"TARACOMO TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",13755 SW 84TH STREET MIAMI FL 33183,Condominium,Issued,No,01-31-2027
CR25000435,"GROVE PALMS II CONDOMINIUM ASSICIATION, INC.",3051 SW 27TH AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR25000436,"LITTLE HAVANA TOWNHOMES SOUTH CONDO ASSOCIATION, INC",902 SW 7 AVE MIAMI FL 33130,Homeowner,Issued,No,01-31-2027
CR25000437,"FOUNTAINVIEW ASSOCIATION, INC. #4, A CONDOMINIUM",1460 NE 169 ST N MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000438,"LAGO GRANDE THREE-A CONDOMINIUM ASSOCIATION, INC.",6520 W 24TH CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000439,"TAHITI AT DOWNTOWN DORAL HOMEOWNERS ASSOCIATION, INC.",4651 NW 82 AVENUE DORAL FL 33166,Homeowner,Issued,No,01-31-2027
CR25000441,"LAGO GRANDE FOUR CONDOMINIUMS ASSOCIATION, INC.",6520 W 24 CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000442,"AMELIA PARK CONDOMINIUM ASSOCIATION, INC.",275 W 68TH STREET MIAMI LAKES FL 33016,Homeowner,Expired,Yes,01-31-2026
CR25000443,"LAGO GRANDE FIVE-C CONDOMINIUM ASSOCIATION, INC.",6520 W 24TH CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000444,"CARMEL LAKES CONDOMINIUM NO. 8 ASSOCIATION, INC.",20731 NE 4 PL MIAMI FLORIDA 33179,Condominium,Expired,Yes,01-31-2026
CR25000445,"MIAMI PARADISE CONDOMINIUM ASSOCIATION, INC.",495 NW 72ND AVE MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR25000448,VICTORY CONDOMINIUM ASSOCIATION INC.,734 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000449,"THE ROOSEVELT CONDOMINIUM ASSOCIATION, INC.",1255 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000450,"VERABELLA FALLS CONDOMINIUM ASSOCIATION, INC.",8225 SW 152 AVE MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR25000453,"760 CONDOMINIUM ASSOCIATION OF MIAMI BEACH, INC.",760 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000454,"LAGO GRANDE THREE CONDOMINIUMS ASSOCIATION, INC.",6520 W. 24TH CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000455,"115 SUNRISE A CONDOMINIUM ASSOCIATION, INC.",115 SUNRISE DR KEY BISCAYNE FL 33149,Condominium,Expired,Yes,01-31-2026
CR25000456,"LAGO GRANDE SEVEN CONDOMINIUM ASSOCIATION, INC.",6520 W 24 COURT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000457,"GAYE APARTMENTS, INC.",8035 BYRON AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000459,"KOYA BAY TOWNHOMES ASSOCIATION, INC.",4000-4018 NE 167TH STREET NORTH MIAMI BEACH FL 33160,Homeowner,Issued,No,01-31-2027
CR25000460,"BAYVIEW POINT SOUTH CONDOMINIUM ASSOCIATION, INC.",3601 NE 170 ST NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000461,"TUDOR HOUSE CONDOMINIUM ASSOCIATION, INC.",7845 NE BAYSHORE CT MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR25000462,"THE LAKESHORE COMMUNITY ASSOCIATION, INC.",1270 S. FRANKLIN AVENUE HOMESTEAD FLORIDA 33034,Master Association,Issued,No,01-31-2027
CR25000463,"LAKESHORE 1 CONDOMINIUM ASSOCIATION, INC.",1270 S. FRANKLIN AVENUE HOMESTEAD FLORIDA 33034,Condominium,Issued,No,01-31-2027
CR25000464,"LAKESHORE 2 CONDOMINIUM ASSOCIATION, INC.",1270 S. FRANKLIN AVENUE HOMESTEAD FL 33034,Condominium,Issued,No,01-31-2027
CR25000465,"SALZEDO MANOR, A CONDOMINIUM ASSOCIATION, INC.",1110 SALZEDO STREET CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR25000466,"LAKESHORE 3 CONDOMINIUM ASSOCIATION, INC.",1270 S. FRANKLIN AVENUE HOMESTEAD FL 33034,Condominium,Issued,No,01-31-2027
